timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W]
2023/07/13 18:15:34.780, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.785, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.795, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.801, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.810, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.816, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.826, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.831, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.841, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.847, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.857, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.862, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.872, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.877, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.887, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.893, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.903, 100, P0, 35, 745, 103.08
2023/07/13 18:15:34.908, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.918, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.924, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.934, 100, P0, 35, 745, 103.18
2023/07/13 18:15:34.939, 100, P0, 35, 745, 103.28
2023/07/13 18:15:34.949, 100, P0, 35, 745, 103.28
2023/07/13 18:15:34.954, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.964, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.970, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.980, 100, P0, 35, 745, 103.37
2023/07/13 18:15:34.985, 100, P0, 35, 745, 103.27
2023/07/13 18:15:34.995, 100, P0, 35, 745, 103.27
2023/07/13 18:15:35.001, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.011, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.016, 100, P0, 35, 745, 103.08
2023/07/13 18:15:35.026, 100, P0, 35, 745, 103.08
