timestamp, utilization.gpu [%], pstate, temperature.gpu, clocks.current.sm [MHz], power.draw [W], power.draw.average [W], power.draw.instant [W]
2023/07/20 08:50:41.040, 0, P2, 62, 1695, 77.74, 77.74, 77.36
2023/07/20 08:50:41.047, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.054, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.061, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.067, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.074, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.081, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.088, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.095, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.101, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.108, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.115, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.122, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.129, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.136, 0, P2, 62, 1695, 77.67, 77.67, 77.35
2023/07/20 08:50:41.142, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.153, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.159, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.166, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.173, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.180, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.186, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.193, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.200, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.207, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.214, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.220, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.227, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.234, 0, P2, 62, 1695, 77.60, 77.60, 77.07
2023/07/20 08:50:41.241, 0, P2, 62, 1695, 77.60, 77.60, 77.35
2023/07/20 08:50:41.248, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.255, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.261, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.268, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.275, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.282, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.289, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.296, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.302, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.312, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.319, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.326, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.333, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.340, 0, P2, 62, 1695, 77.54, 77.54, 77.35
2023/07/20 08:50:41.347, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.354, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.360, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.367, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.374, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.381, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.387, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.394, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.401, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.407, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.414, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.420, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.426, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.433, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.439, 0, P2, 62, 1695, 77.47, 77.47, 77.17
2023/07/20 08:50:41.446, 0, P2, 62, 1695, 77.47, 77.47, 77.06
